"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1.12240679090066,0.501531702950907,0.686853988701145,0.563745028348799,0.477953888493756,0.408167113553914,0.45917851185735,0.37041009430709,0.388619119782995,0.35880295726853,0.341648873971108,0.334697458454471,0.332545816134155,0.296908738836582,0.295551989696282,0.276775352072308,0.275960811927711,0.267565011437074
"2",1.14223277679761,0.764050379022065,0.669156348164145,0.617311557291474,0.53140413753715,0.471946382224457,0.45931878359286,0.408951479680645,0.392758085721499,0.342588054679057,0.351190376661933,0.333394020045516,0.308247678413714,0.283951421380741,0.290893986026175,0.280005999148334,0.27011673153461,0.266121075479539
"3",0.972227140298343,0.503187254326398,0.670879629072907,0.477283176271702,0.54662976238282,0.447410607491801,0.47009525306905,0.38299998659021,0.384951344696145,0.366041583426441,0.350500603022543,0.324522902732537,0.304629788803607,0.297499039164354,0.293644034675536,0.293748887393843,0.272159677988916,0.269746313245501
"4",1.25542570977069,0.584837952500529,0.632508287023835,0.468276852662543,0.462176489981086,0.472768018597677,0.415433848466574,0.424855797500953,0.366774212687264,0.311184148391725,0.363386941833591,0.332299055058653,0.307794094775577,0.293472235020413,0.302768767957799,0.280411050816133,0.27715959174607,0.267113652842278
"5",1.25812698337046,0.894537374943461,0.712599758070984,0.613085129683924,0.528047996513139,0.441757052423479,0.47357122666437,0.398682993595709,0.381826811159354,0.348976466237031,0.347043938723046,0.328265541715155,0.333181672004163,0.293164128783035,0.292308592418487,0.279465823137713,0.267172923013528,0.269729332529357
"6",0.398088180501241,0.883640174470466,0.663933528722948,0.607961104171458,0.484908231559273,0.473548842691722,0.419008508981287,0.4163991242356,0.385371250776708,0.3832495911708,0.339469581578231,0.324735035748109,0.323286312881865,0.288896399758437,0.299239113439159,0.293033572688028,0.275746422097846,0.26862078013611
"7",0.292124034239741,0.744658819485165,0.674865380870028,0.646562908535392,0.477563088468446,0.385439590672218,0.441472401803258,0.409896336503554,0.361701372403448,0.327189063483847,0.328593409945172,0.32972440282368,0.31727147826456,0.292231416569756,0.300745892691797,0.290524201357151,0.278682383557132,0.263853196883186
"8",1.0828646064049,0.84832328739664,0.60017393679458,0.519234318451993,0.508508215739209,0.49288875760616,0.425892571984138,0.391246580007206,0.39335605413377,0.358742817861021,0.333587499999067,0.313955041563372,0.302170788376904,0.287832240712476,0.288194940734151,0.284613568957931,0.271059347071241,0.266982014490201
"9",0.63490038849946,0.8925072062786,0.585617303530731,0.628299267259042,0.559881279452379,0.357571565389278,0.443805574664161,0.431599952577522,0.371185715450752,0.374042200994777,0.325616434972465,0.33599415190475,0.323436287757176,0.319784648263295,0.28680589757798,0.27720247444726,0.273993048022083,0.27153968686313
"10",1.18806943272493,0.842886369839618,0.643089265871893,0.545520673944101,0.451073510829592,0.479093478171554,0.372589907311019,0.363785484296109,0.365698567574219,0.332454047321257,0.338850484994327,0.330514669228926,0.327260877549136,0.304324826513548,0.2981797219729,0.285322811446577,0.271739447697186,0.27159171706304
"11",1.23627798745117,0.878777516878944,0.711244880878041,0.618478080937665,0.449589437472672,0.409992915323703,0.43248203849053,0.365972756998742,0.382310547617102,0.380132749095935,0.339024398228444,0.342283885750563,0.312143230647254,0.287594780752321,0.298440127463751,0.280456742954335,0.27840460680747,0.268299394026545
