"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1.12377633217644,0.636537008075977,0.713756006072737,0.607306310441822,0.505561522858322,0.425106227440373,0.451068652418101,0.37126691529098,0.392354347875498,0.369833370145837,0.349888978114646,0.349334919609783,0.338358105929962,0.305453350761309,0.299967191924078,0.284409576770884,0.281277339764179,0.271643415485474
"2",1.25854812830566,0.717131938375659,0.65201927264763,0.600574399989763,0.504494059507303,0.494792353014595,0.463654766991249,0.414437947505463,0.389861011063148,0.354111279843685,0.352386813697404,0.342977420967216,0.319515613879549,0.298370378907614,0.298996842072061,0.289123785745902,0.280647146231182,0.27089310767455
"3",1.04260623129626,0.733170730848113,0.693334784483831,0.448093792474233,0.529612111302571,0.472034131073782,0.471498219634234,0.386492957602485,0.400713402241713,0.362589145969831,0.351422883739162,0.341644394905397,0.299698004580173,0.304866383814072,0.298221369017907,0.295207281290945,0.278879423046994,0.275868071609258
"4",1.15327232756924,0.569819508358395,0.644407318979851,0.45731958025019,0.488002486155249,0.470155056356373,0.426041398166463,0.437598877600845,0.369814556185454,0.329406508836753,0.363790966061389,0.331153807791398,0.31145031199827,0.312956287540827,0.307803966224481,0.289208232982499,0.285233973032427,0.275025035021893
"5",1.07633946441054,0.916417809617452,0.703328355371499,0.599092922419613,0.532711286702691,0.427577687948157,0.473631990810566,0.393156217229498,0.388705393390033,0.374657721058244,0.352706033120973,0.33006584371008,0.335526882166137,0.295748060289653,0.301643653028853,0.292507077122512,0.277476525773747,0.273962968622826
"6",0.224497622567439,0.840478269633135,0.714281360037771,0.608626714640357,0.520923776019085,0.483902074838006,0.428473769367766,0.426835451325735,0.378024382184899,0.387472751460726,0.355660846020223,0.338853625586387,0.330988007810629,0.30173174296919,0.301362152010115,0.297790152292745,0.28277135444375,0.274143772626532
"7",0.669550839092758,0.777179426225389,0.641172752196129,0.645782649548549,0.462499173719757,0.464495089060868,0.421288107009535,0.433662468495261,0.370067646636772,0.3504341035353,0.329304216557264,0.324846331220919,0.322438125088826,0.302579928189064,0.300938625612118,0.288901341327366,0.284382477326921,0.270477578195916
"8",0.933755323572182,0.774360694953327,0.521243893035343,0.560846245094315,0.523333300697566,0.505518234689529,0.433901766385429,0.407543726813732,0.403264536568355,0.364150924617599,0.333980810814691,0.318202209493059,0.323336298093704,0.298326522503352,0.292471086639255,0.290332980009526,0.279007465576049,0.273100703402067
"9",0.472788965288608,0.906050818665918,0.674951068391822,0.619261202063206,0.547213591517867,0.376813661067673,0.4590813219943,0.437778380763307,0.382155593801117,0.369454655022432,0.327438145211203,0.335656414558639,0.322437446583551,0.321294753802643,0.292671255591483,0.288749630095865,0.279146895401107,0.27665585477343
"10",1.23643642468801,0.830662147855309,0.724087178964204,0.50837250796938,0.510065860252596,0.490351956224345,0.371105099795894,0.37117570637122,0.384034190551244,0.338865104454115,0.327917178125034,0.326991891629379,0.336964078651913,0.305503619157918,0.305656708474805,0.291270693655868,0.283214183824659,0.275718476790033
