"","(Intercept)","Probability1","Session1","Distance","Probability1:Session1","Probability1:Distance","Session1:Distance","Probability1:Session1:Distance"
"P038G01S02",-1.92133282577605,-0.61308308490054,-1.15745953638314,-0.933526192214641,0.600522821586863,-0.434935781070372,-0.689636122187991,0.387899443541262
"P039G02S01",-1.00265439139448,-0.107343924706763,-0.637413704230708,-0.272469221570977,-1.32915728325484,-0.0269312343900109,-0.202202471789293,-0.340541763900837
"P040G02S02",0.973662354161051,-1.1352374324676,-0.465186414600483,0.368979172262131,-1.11222670974943,-0.511917033725668,-0.112833293691239,-0.434408057685503
"P042G01S02",-0.428420745411292,-0.310724068607454,-0.161966783742177,-0.399323489630576,-0.453857259997226,-0.307844134591412,-0.168258714257612,-0.402776895219358
"P043G02S01",-1.31783756301127,0.854366841476373,-0.498130534975529,-0.686833609313014,0.710126359133688,0.460792876852164,-0.229664973998953,0.353956345582953
"P044G02S02",-1.0790938353561,-0.0520957076364274,-0.373405484314932,2.67936823457485,-0.87326802327172,0.20704555888146,1.12971200788153,2.12686718316554
"P045G01S01",0.186277005290048,-0.520214518713614,0.148541905044442,0.16605632007657,0.459090323894011,-0.556422611654102,0.170793901687509,0.42830984402359
"P047G02S01",-0.211458690880447,-0.972719413294785,1.17550903523284,-0.0834006178854627,0.942911838539821,-0.414398343121404,0.527816130611275,0.330053539755518
"P048G02S02",-0.72365635359797,0.722910030543114,-0.510006048700344,-0.396020665289323,-0.164105395970642,0.468217825085399,-0.335311619887733,-0.119328932123577
"P049G01S01",-0.328026604718674,0.839510660945011,-0.127236442408488,0.0244762272823933,-1.34818311357902,-0.115396795735547,0.0169515357018917,0.134975085797707
"P050G01S02",0.334547230379587,0.0549795134365586,0.413615812622677,0.0426521886534782,1.38148045157757,0.0083835725268988,0.0744412380861837,0.187122253667787
"P051G02S01",2.04603500582722,-2.39139528285751,0.624687780713007,1.28038421125837,0.181876006223531,-1.5633514897031,0.60760510912738,0.0381898052724691
"P052G02S02",0.866025440923364,0.036962002433478,-0.662147268867123,-0.193916292947262,0.303393807964545,-0.0111267793161576,0.191703920375882,-0.0744849325083427
"P053G01S01",0.591779277660479,-0.690077069829309,1.30342917894846,0.217601317859668,0.975310769410089,-0.280316857868009,0.56089070922249,0.332309091129601
"P054G01S02",-0.472184175482256,-0.172172288811978,-0.0677040475748458,-0.012855824733765,2.22185564540109,-0.0553593427572103,0.0279323245687836,0.105289868099559
"P055G02S01",1.40531249953286,-1.28659676709872,0.983300471089031,-1.54199029491214,-0.457304791329878,1.54839023403825,-1.25020630832059,0.414757781381543
"P056G02S02",-1.14989560305066,0.124486250054115,-0.987857223896995,-0.710354845237261,0.146744293383839,0.067029623208254,-0.773127418617401,0.108139096418048
"P057G01S01",0.070885890815412,-1.25313622813051,0.41953275397983,0.0415219340384765,-0.591052990653395,-0.813056903783651,0.30444915097629,-0.344834383318241
"P058G01S02",0.850753564321859,-0.62636817724245,0.778790770609201,-0.761569929406499,1.28348711330472,0.713674240107747,-0.862664510596849,-1.16682667381956
"P059G02S01",1.43290389459599,-0.553492015297236,0.261884044062571,-2.98059164297059,-0.710399579993011,1.19895045648668,-0.592364778517627,1.36037336178207
"P060G02S02",-0.779592328920359,0.95521072710648,-0.430178086970292,0.447107004295613,-1.02528175586643,-0.649856582240327,0.301552678266035,0.591795339980314
"P061G01S01",0.571814559137112,-0.751241438709301,-1.4587974092081,-0.0398774179342325,1.4961655186214,0.0518693608682574,0.0634850832366187,-0.094497600981976
"P062G01S02",-0.985831513518531,-0.281377862195444,-0.471842747861102,-0.484560478733199,0.815973380504165,-0.21597779560431,-0.262698499916375,0.433359614679182
"P063G02S01",-0.757650365087964,-0.927408947926964,-0.221983404048345,-0.234623045279987,-1.10501926313488,-0.30044887744259,-0.07594465783919,-0.324174133307314
"P064G02S02",0.550632829979176,-0.304447796149486,-0.144145396998467,0.284199853873449,-0.66360416795815,-0.172907680008197,-0.0767752201587685,-0.335322483686009
"P065G01S01",1.05362407883509,1.02422861617423,0.553256895967202,0.405224481463112,-1.28088819951055,0.395897472702205,0.256089567110122,-0.439365588574236
"P066G02S01",0.479948646554287,0.874720501765594,0.805626895564613,-0.489861067218354,2.00166727453161,-0.908303248057264,-1.05722958108578,-1.98682990932102
"P067G01S02",0.467184031802364,-0.199392248704955,0.191007365893023,0.333905380218872,-0.659514802006923,-0.144818128095919,0.161066240844173,-0.459192488216045
"P068G02S01",1.24351383641438,-1.09132453441882,3.52094760692055,0.509275849400837,0.0479771342694946,-0.434554469135283,1.28573032972969,-0.00964315524659252
"P069G02S02",1.21493249798785,0.395510984387378,1.84287964495667,0.295934365403999,-0.362119930688799,0.0723991771169874,0.44171394342496,-0.0529186738666714
"P070G01S01",0.531837622108306,1.54102879308605,-0.446411150125075,0.256047495254088,0.119086035411991,0.855631568979597,-0.279512245140829,0.00104231762421913
"P071G01S02",0.888469559421377,1.08179065237901,0.505933744083341,0.2039547784299,-0.934947951403302,0.24333964920562,0.142415568644773,-0.17388052875147
"P072G02S01",-1.47474650507705,2.18295285596192,-1.20542938006997,1.31823771314249,-0.08100153308465,-2.17721755418166,1.34576883397306,0.0815303394911585
"P073G02S02",0.0867721036651025,0.711747257664624,0.848571014057817,-0.00871022125006386,0.70707722577023,-0.0845877251044913,-0.12823032639694,-0.086569767606998
"P074G01S01",0.413385733210129,-0.273962330890744,-0.226818159364521,-0.0677191394152561,-0.16697011233134,0.0367982992858277,0.0566975931310744,0.00703353845095784
"P075G01S02",0.53246015916114,0.806577957810967,-1.25760566763543,-1.39106604581936,2.0205885261078,-1.96654563519901,3.85112775140584,-4.73672533159919
"P077G02S02",0.483178536695225,0.720397261028962,0.42202575848085,-0.130743865719069,0.839787246352295,-0.194200989078304,-0.139584809663768,-0.20581728087733
"P078G01S01",0.374232364380333,0.309708410027399,1.54007843246268,-0.77242706333125,0.11342639507467,-0.833597326095941,-4.08275002187927,-0.274522843371465
"P079G01S02",-1.75541506737259,-0.857184243419128,-0.0319679007546452,0.150756830418756,-0.869769447363072,0.128015159750319,0.00135336083670279,0.0846199723851012
"P080G02S01",-1.24761523515799,-1.10676614571366,-0.541187452543415,-0.469996287825366,1.98870767160954,-0.641796573339226,-0.208633998693923,0.870282274114899
"P081G02S02",0.507006151850425,0.0761076232438699,-0.539301765036066,0.0900510354647454,-0.417702509878572,0.00453186855878769,-0.111722836635561,-0.0873764048005733
"P082G01S01",-2.23592700718806,2.14133055264771,-1.01385124856078,5.0114149367032,-2.78599009814991,-5.22347858010018,2.71597879260103,6.07615610984179
"P084G02S01",-0.0969464430796318,-1.66563548975721,0.686111517429021,0.0308077497893414,0.000284550563498244,0.477987441772369,-0.212300429695526,-0.0553217483869729
"P085G02S02",0.55875525370595,0.16033521389456,0.790290080944694,0.195413642203491,-0.534465393084868,0.0544777917565066,0.316295990598916,-0.176543971046456
"P087G01S02",-1.56144700828371,1.50535340562144,-0.64640749565396,-0.125333866398957,-1.49922614479031,0.163577919638966,-0.0240381118311178,-0.15494435993091
"P088G02S01",-0.294521831870575,-0.274587547345554,0.651124155885395,-0.254092902861143,0.612907059893744,-0.280600319555482,0.688357084957617,0.488601778157453
"P089G02S02",1.39924145625386,0.0892878820921063,-1.12727997594095,0.667032311800718,1.44441350580417,0.0287982721932658,-0.648972806036881,0.63872262167645
"P090G01S01",-1.87746483628695,-0.791936611233846,-0.501903920647338,2.37118780395705,0.239016115670147,1.17258272959015,0.757245446779648,-0.311948082753907
"P091G01S02",-0.711525780050918,-1.44905457813411,-0.0682228299277361,-0.0364735880075956,-0.16053832596155,-0.0446719105115759,-0.00789556947507507,-0.0337387506583527
"P092G02S01",0.712698116623212,0.0634888046358738,1.7669715820602,0.136095944813812,-0.0739571155651612,0.0034179162896178,0.301770202744142,-0.013247004473675
"P093G02S02",1.74063273250314,0.466911047537918,0.758805215811481,1.64980604430682,0.910830899752905,0.470403580955588,0.833933306463238,0.78684251285682
"P094G01S01",-0.019099187512367,0.649537224947574,1.63587043857238,-0.0384328536054361,1.55843578175938,0.214125295489532,0.779775289791662,0.506497520807883
"P095G01S02",0.258003202275908,-1.6612397874654,-0.410233608088682,-0.303067419047711,0.783672842178298,2.11144607444379,0.545143102025395,-0.975537474289445
"P096G02S01",1.14445311258366,-0.669153183392281,0.809706010608447,-0.0708857626181122,1.20995188545919,0.0938376691123689,-0.0653955724556264,-0.109539820477869
"P097G02S02",-0.184283071535363,-0.11187088030641,1.37382056635932,0.0590588095017679,-0.536523772623995,0.0138845085897559,-0.485627381985856,0.121977310875786
"P098G01S01",0.45119636254705,1.4819979548825,0.195951615864851,0.0735798241879103,-1.68967404125862,0.223978858229044,0.0473513028233801,-0.236474779118907
"P099G01S02",0.889689007341267,-0.952969648997885,2.80701568093608,0.293194527188619,-1.45056158836303,-0.339246879821027,0.668189546201839,-0.323664124699274
"P100G02S02",-0.235009463279287,0.618138994481913,-0.312242258764842,-0.0244714280409145,-2.03357693706375,-0.0156353043991124,-0.00678945839235858,-0.0889499854834167
"P101G02S02",-0.464629592624478,1.69232821987242,-0.119287356452748,-0.392603545736793,1.19682850855101,1.4811409496828,-0.000769135388270895,0.834398263399487
"P102G01S02",0.0655284939793938,1.19114622603393,-0.644629845057224,0.0802561465951019,-0.295154084927635,1.38446229386646,-0.820557043216615,-0.382676131192109
"P103G01S02",-1.92594828659544,0.780452091177469,-1.03697006797299,2.20945561718513,0.443991000456865,-1.00471811237095,1.45716529865704,-0.526398374243935
