Interval_stimulus,OS,Response.keys,Response.rt,Start.keys,Start.rt,date,expName,frameRate,id,key_resp.keys,key_resp.rt,participant,psychopyVersion,trials.ran,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN
8.064956097,Win32,space,0.21698499999999998,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,25,25,0
7.133214113999999,Win32,space,0.21739499999999998,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,26,26,0
9.917350966,Win32,space,0.301135,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,27,27,0
3.3482182289999995,Win32,space,0.284095,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,28,28,0
6.322710392,Win32,space,0.23776999999999998,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,29,29,0
5.084750215,Win32,space,0.23355,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,30,30,0
3.663160725,Win32,space,0.23411500000000002,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,31,31,0
5.5629879529999995,Win32,space,0.21752,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,32,32,0
3.9276062880000002,Win32,space,0.36467,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,33,33,0
2.9388010810000003,Win32,space,0.30096,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,34,34,0
5.003069215,Win32,space,0.21716,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,35,35,0
6.868674414,Win32,space,0.21734499999999998,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,36,36,0
7.6302768620000005,Win32,space,0.23415999999999998,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,37,37,0
5.068214226,Win32,space,0.233515,,,2021-02-22_19h38.39.766,PVT builder,60,13.0,,,13,2020.1.3,1,0,38,38,0
