"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1.06092026102766,0.869325093134819,0.716013484520596,0.615614790405439,0.511557527336382,0.49172137603117,0.456742446056729,0.421326918615561,0.400775300705122,0.389858697758555,0.351852539629831,0.351154958869957,0.34228436276219,0.321122186957017,0.312795834124561,0.299431067756688,0.294480936713942,0.284262384299852
"2",1.09145548213419,0.724731605784032,0.66300512764003,0.604276218883543,0.516442309285728,0.47270934092561,0.468505596872515,0.430990597277258,0.377585486160763,0.391605822583591,0.359033503171688,0.355766073861081,0.334115138184113,0.310374678175527,0.314008207231951,0.306410982287664,0.291900904163164,0.284132136164803
"3",1.19994788723157,0.867455805879547,0.664903163136702,0.623198837851348,0.545164948681445,0.480812425696721,0.463594509242916,0.428487640178842,0.403396847825905,0.359680925132131,0.367310711749018,0.356632404425435,0.31963808681543,0.320129847910998,0.313382600215958,0.304924257389852,0.295147632219193,0.288375284390466
"4",1.22643132193806,0.783700585403563,0.705124190754873,0.533395830165201,0.55192694571077,0.50395987865904,0.45433416153747,0.443623108492029,0.384959397691887,0.362303775997625,0.372436414240818,0.351218336326139,0.327701642921797,0.328241613852954,0.316976489351756,0.30403736390228,0.295445517182828,0.288170623455506
"5",1.18159477093864,0.90502726157567,0.72358106087352,0.600999362484217,0.574333087726099,0.497672165871969,0.474083966261686,0.429355317239635,0.403123079441302,0.393777461449574,0.364570215748127,0.350032070046643,0.347943315260544,0.321371256527584,0.309778529611913,0.303531264143384,0.293325911722589,0.285429369669799
"6",1.18421118208461,0.892736266682962,0.701639704382841,0.601227107869645,0.55130432549919,0.475629789118538,0.456203978713761,0.442072928662209,0.391519806412273,0.387023924307072,0.378032751793464,0.346691169884552,0.338353173782757,0.309145438956736,0.310927253214643,0.308462511337688,0.295280398620569,0.286021243101095
"7",1.25782040314242,0.88132138076718,0.681244226279975,0.640827691037416,0.518650781264876,0.499207933844202,0.442360764218971,0.441773964968348,0.385682629905772,0.369265157899168,0.355335218792082,0.344326421920083,0.341862662737727,0.32191965338763,0.314709970230053,0.299777136563037,0.295900872868151,0.283515434874056
"8",1.2274383066545,0.897715566452094,0.602618862193392,0.573437138350358,0.542607302909772,0.511934642824955,0.476882210763895,0.428016767393329,0.420333536265666,0.381547499333348,0.35146612870217,0.339389938549085,0.341354573170351,0.316778469833003,0.308586678287872,0.303826965483269,0.295705955993434,0.28503374799263
"9",1.04375698107831,0.902240648236671,0.701500606222122,0.605904188532039,0.561405868379439,0.486499873288511,0.477091739550659,0.437142485354271,0.410640908769556,0.390875727183234,0.358167541277714,0.354987672931395,0.336475976578301,0.325994928254407,0.311654703401836,0.307266623342286,0.294850298612144,0.287613960080478
"10",1.17029155303891,0.880748017322814,0.733107971860619,0.585607489364562,0.545977685923512,0.50592998415233,0.445571064439376,0.431215611738062,0.411920502456421,0.363900180665515,0.348115298460313,0.353675022964997,0.345333366103181,0.31822182647206,0.314295956230626,0.300036120470409,0.290436929587871,0.286110792990349
