Interval_stimulus,Participant,RT,Session,date,key_resp.keys,key_resp.rt,Trial
2.489109988,ELH64832,0.43,1,2020-05-21_16h06.24.315,,,34
8.574400268,ELH64832,0.465,1,2020-05-21_16h06.24.315,,,35
4.288339137,ELH64832,0.474,1,2020-05-21_16h06.24.315,,,36
7.870676335,ELH64832,0.453,1,2020-05-21_16h06.24.315,,,37
3.287714138,ELH64832,0.524,1,2020-05-21_16h06.24.315,,,38
9.817048683,ELH64832,0.482,1,2020-05-21_16h06.24.315,"[""space""]",[5.367999999999995],39
2.85396627,ELH64832,0.43,1,2020-05-21_16h06.24.315,,,40
2.160002069,ELH64832,0.553,1,2020-05-21_16h06.24.315,,,41
3.597288505,ELH64832,0.412,1,2020-05-21_16h06.24.315,,,42
2.672045477,ELH64832,0.475,1,2020-05-21_16h06.24.315,"[""space"",""space""]","[0.8050000000000068,2.434000000000026]",43
3.06225738,ELH64832,0.135,1,2020-05-21_16h06.24.315,"[""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[2.002999999999986,2.1829999999999927,2.33299999999997,2.505999999999972,2.665999999999997,2.83299999999997,3]",44
4.680761653,ELH64832,0.349,1,2020-05-21_16h06.24.315,,,45
5.851632524,ELH64832,0.422,1,2020-05-21_16h06.24.315,,,46
8.456144719,ELH64832,0.348,2,2020-05-29_00h44.04.658,"[""space""]",[7.395000000000003],0
2.680000491,ELH64832,0.361,2,2020-05-29_00h44.04.658,,,1
8.024719203,ELH64832,0.374,2,2020-05-29_00h44.04.658,"[""space"",""space""]","[1.402000000000001,3.0360000000000014]",2
7.922556563,ELH64832,0.34,2,2020-05-29_00h44.04.659,,,3
3.245670267,ELH64832,0.391,2,2020-05-29_00h44.04.660,,,4
6.432382627,ELH64832,0.35,2,2020-05-29_00h44.04.661,,,5
7.976443491,ELH64832,0.518,2,2020-05-29_00h44.04.662,"[""space""]",[5.217000000000013],6
8.711297421,ELH64832,0.469,2,2020-05-29_00h44.04.663,"[""space""]",[6.003],7
7.34862519,ELH64832,0.356,2,2020-05-29_00h44.04.664,,,8
4.048283333,ELH64832,0.358,2,2020-05-29_00h44.04.665,"[""space""]",[1.7980000000000018],9
8.819575303,ELH64832,0.3,2,2020-05-29_00h44.04.666,"[""space"",""space""]","[0.9900000000000091,7.131999999999977]",10
6.884510093,ELH64832,1.102,2,2020-05-29_00h44.04.667,"[""space""]",[5.207000000000022],11
8.469762001,ELH64832,0.406,2,2020-05-29_00h44.04.668,,,12
5.689183636,ELH64832,0.404,2,2020-05-29_00h44.04.669,,,13
6.883262541,ELH64832,0.407,2,2020-05-29_00h44.04.670,"[""space""]",[1.0980000000000132],14
3.012861561,ELH64832,0.52,2,2020-05-29_00h44.04.671,,,15
5.595254458,ELH64832,0.4,2,2020-05-29_00h44.04.672,,,16
8.241411805,ELH64832,0.387,2,2020-05-29_00h44.04.673,,,17
3.519035659,ELH64832,0.466,2,2020-05-29_00h44.04.674,,,18
9.02856008,ELH64832,0.807,2,2020-05-29_00h44.04.675,,,19
7.247583411,ELH64832,0.473,2,2020-05-29_00h44.04.676,"[""space""]",[3.3850000000000193],20
6.999455139,ELH64832,0.383,2,2020-05-29_00h44.04.677,,,21
3.940053305,ELH64832,0.418,2,2020-05-29_00h44.04.678,,,22
2.503197857,ELH64832,0.485,2,2020-05-29_00h44.04.679,"[""space""]",[1.4180000000000064],23
8.93210615,ELH64832,0.432,2,2020-05-29_00h44.04.680,,,24
6.624735425,ELH64832,0.383,2,2020-05-29_00h44.04.681,,,25
3.063152765,ELH64832,0.451,2,2020-05-29_00h44.04.682,,,26
5.576147386,ELH64832,0.416,2,2020-05-29_00h44.04.683,,,27
2.461691336,ELH64832,0.465,2,2020-05-29_00h44.04.684,,,28
3.396922196,ELH64832,0.339,2,2020-05-29_00h44.04.685,,,29
6.669297625,ELH64832,0.582,2,2020-05-29_00h44.04.686,,,30
9.740635972,ELH64832,0.451,2,2020-05-29_00h44.04.687,,,31
8.510604205,ELH64832,0.357,2,2020-05-29_00h44.04.688,,,32
8.387280357,ELH64832,0.429,2,2020-05-29_00h44.04.689,,,33
5.851885062,ELH64832,0.38,2,2020-05-29_00h44.04.690,"[""space""]",[5.528999999999996],34
4.2158331,ELH64832,0.49,2,2020-05-29_00h44.04.691,,,35
6.564578435,ELH64832,0.43,2,2020-05-29_00h44.04.692,,,36
5.980306456,ELH64832,0.415,2,2020-05-29_00h44.04.693,,,37
9.312706126,ELH64832,0.483,2,2020-05-29_00h44.04.694,,,38
5.7448539,EOL17976,0.36944,2,2020-06-30_19h17.55.461,,,0
2.613367611,EOL17976,0.343665,2,2020-06-30_19h17.55.461,,,1
9.547061406,EOL17976,0.3151,2,2020-06-30_19h17.55.461,,,2
5.287248004,EOL17976,0.34136,2,2020-06-30_19h17.55.461,,,3
2.26316702,EOL17976,0.39455,2,2020-06-30_19h17.55.461,,,4
9.287363555,EOL17976,0.342965,2,2020-06-30_19h17.55.461,,,5
6.850892781,EOL17976,0.29465,2,2020-06-30_19h17.55.461,,,6
2.640401307,EOL17976,0.33414,2,2020-06-30_19h17.55.461,,,7
9.255116446,EOL17976,0.3439,2,2020-06-30_19h17.55.461,,,8
8.649416008,EOL17976,0.314235,2,2020-06-30_19h17.55.461,,,9
5.964908339,EOL17976,0.293475,2,2020-06-30_19h17.55.461,,,10
8.130656628,EOL17976,0.320095,2,2020-06-30_19h17.55.461,,,11
2.993755697,EOL17976,0.407145,2,2020-06-30_19h17.55.461,,,12
9.348660963,EOL17976,0.35994,2,2020-06-30_19h17.55.461,,,13
5.365079587,EOL17976,0.31532,2,2020-06-30_19h17.55.461,,,14
8.410360526,EOL17976,0.28503,2,2020-06-30_19h17.55.461,,,15
3.246257337,EOL17976,0.35923,2,2020-06-30_19h17.55.461,,,16
8.592277133,EOL17976,0.305765,2,2020-06-30_19h17.55.461,,,17
8.364615114,EOL17976,0.310065,2,2020-06-30_19h17.55.461,,,18
2.881970042,EOL17976,0.43798,2,2020-06-30_19h17.55.461,,,19
4.463088323,EOL17976,0.30066,2,2020-06-30_19h17.55.461,,,20
3.968273687,EOL17976,0.32591,2,2020-06-30_19h17.55.461,,,21
5.80833301,EOL17976,0.3123,2,2020-06-30_19h17.55.461,,,22
9.547267389,EOL17976,0.261445,2,2020-06-30_19h17.55.461,,,23
8.924498968,EOL17976,0.27176,2,2020-06-30_19h17.55.461,,,24
8.388598704,EOL17976,0.290775,2,2020-06-30_19h17.55.461,,,25
2.157095606,EOL17976,0.36829,2,2020-06-30_19h17.55.461,,,26
7.094590424,EOL17976,0.32629,2,2020-06-30_19h17.55.461,,,27
7.592140038,EOL17976,0.31973,2,2020-06-30_19h17.55.461,,,28
2.265049146,EOL17976,0.4573,2,2020-06-30_19h17.55.461,,,29
8.849130559,EOL17976,0.308345,2,2020-06-30_19h17.55.461,,,30
4.031899141,EOL17976,0.342535,2,2020-06-30_19h17.55.461,,,31
4.106848883,EOL17976,0.317005,2,2020-06-30_19h17.55.461,,,32
4.763108481,EOL17976,0.304265,2,2020-06-30_19h17.55.461,,,33
8.750651998,EOL17976,0.302045,2,2020-06-30_19h17.55.461,,,34
3.769748138,EOL17976,0.305975,2,2020-06-30_19h17.55.461,,,35
6.930814145,EOL17976,0.38371,2,2020-06-30_19h17.55.461,,,36
8.439708441,EOL17976,0.358785,2,2020-06-30_19h17.55.461,,,37
4.061123775,EOL17976,0.309835,2,2020-06-30_19h17.55.461,,,38
4.865495244,EOL17976,0.301875,2,2020-06-30_19h17.55.461,,,39
5.062103007,EOL17976,0.335465,2,2020-06-30_19h17.55.461,,,40
9.779230474,EP57702,0.304995,1,2020-05-09_18h15.07.422,,,0
3.225483308,EP57702,0.24074,1,2020-05-09_18h15.07.422,"[""space""]",[1.8200849999848288],1
4.379627147,EP57702,0.169265,1,2020-05-09_18h15.07.422,,,2
9.026211285,EP57702,0.352,1,2020-05-09_18h15.07.422,"[""space""]",[8.348654999979772],3
2.777785224,EP57702,0.25358,1,2020-05-09_18h15.07.422,,,4
9.053234251,EP57702,0.23503,1,2020-05-09_18h15.07.422,,,5
3.653885822,EP57702,0.21861,1,2020-05-09_18h15.07.422,,,6
5.200592911,EP57702,0.201495,1,2020-05-09_18h15.07.422,,,7
5.435866136,EP57702,0.201935,1,2020-05-09_18h15.07.422,,,8
9.911199668,EP57702,0.20861,1,2020-05-09_18h15.07.422,,,9
9.715080976,EP57702,0.22333,1,2020-05-09_18h15.07.422,,,10
9.634367601,EP57702,0.20948,1,2020-05-09_18h15.07.422,,,11
4.327492381,EP57702,0.255945,1,2020-05-09_18h15.07.422,"[""space""]",[1.4005750000069384],12
5.046750042,EP57702,0.28596,1,2020-05-09_18h15.07.422,,,13
9.873647473,EP57702,0.23707,1,2020-05-09_18h15.07.422,"[""space""]",[8.560310000000754],14
6.522220653,EP57702,0.20156,1,2020-05-09_18h15.07.422,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[2.2491750000044703,2.4529449999972712,2.6480950000113808,2.8500899999926332,3.2197650000161957,3.4917399999976624,3.765979999996489,4.016094999999041,4.232595000008587,4.4495999999926426,4.692585000011604,4.891310000006342,5.089030000002822,5.291120000008959,5.528409999998985,5.749230000015814,5.999005000019679,6.2432799999951385,6.478289999999106]",15
7.717929196,EP57702,0.248895,1,2020-05-09_18h15.07.422,"[""space"",""space"",""space""]","[0.020090000005438924,0.45707999999285676,0.6787349999940488]",16
6.008852111,EP57702,0.27437,1,2020-05-09_18h15.07.422,,,17
6.373586293,EP57702,0.25036,1,2020-05-09_18h15.07.422,,,18
7.558387991,EP57702,0.202135,1,2020-05-09_18h15.07.422,,,19
8.001555456,EP57702,0.289835,1,2020-05-09_18h15.07.422,,,20
3.264527471,EP57702,0.342885,1,2020-05-09_18h15.07.422,,,21
5.191878329,EP57702,0.263005,1,2020-05-09_18h15.07.422,,,22
2.042253491,EP57702,0.31122,1,2020-05-09_18h15.07.422,,,23
8.157070215,EP57702,0.27207,1,2020-05-09_18h15.07.422,,,24
3.058269967,EP57702,0.265215,1,2020-05-09_18h15.07.422,"[""space""]",[0.8220800000126474],25
8.027069138,EP57702,0.21852,1,2020-05-09_18h15.07.422,,,26
7.693905294,EP57702,0.202855,1,2020-05-09_18h15.07.422,"[""space"",""space""]","[4.3654699999897275,6.239494999987073]",27
6.135945286,EP57702,0.27702,1,2020-05-09_18h15.07.422,,,28
2.767389479,EP57702,0.28481,1,2020-05-09_18h15.07.422,,,29
5.846950824,EP57702,0.56093,1,2020-05-09_18h15.07.422,"[""space""]",[3.88412000000244],30
4.539865497,EP57702,0.25921,1,2020-05-09_18h15.07.422,,,31
6.929602629,EP57702,0.251885,1,2020-05-09_18h15.07.422,,,32
3.105236604,EP57702,0.294105,1,2020-05-09_18h15.07.422,,,33
8.960120237,EP57702,0.24193,1,2020-05-09_18h15.07.422,,,34
4.602240717,EP57702,0.238245,1,2020-05-09_18h15.07.422,,,35
4.427853999,EP57702,0.25206,1,2020-05-09_18h15.07.422,,,36
4.9393284,EP57702,0.218325,1,2020-05-09_18h15.07.422,,,37
8.613760172,EP57702,0.22208,1,2020-05-09_18h15.07.422,"[""space""]",[7.689689999999246],38
6.3785758,EP57702,0.23583,1,2020-05-09_18h15.07.422,,,39
6.065159,EP57702,0.23556,1,2020-05-09_18h15.07.422,,,40
9.102819874,EP57702,0.246975,2,2020-05-17_16h14.04.410,"[""space""]",[1.9370050000143237],0
9.967607771,EP57702,0.251825,2,2020-05-17_16h14.04.410,,,1
2.063543751,EP57702,0.425515,2,2020-05-17_16h14.04.410,,,2
8.305005885,EP57702,0.222395,2,2020-05-17_16h14.04.410,,,3
7.771704657,EP57702,0.283795,2,2020-05-17_16h14.04.410,,,4
7.067762134,EP57702,0.282205,2,2020-05-17_16h14.04.410,"[""space""]",[0.4168749999953434],5
6.966458372,EP57702,0.24899,2,2020-05-17_16h14.04.410,,,6
5.927623856,EP57702,0.503185,2,2020-05-17_16h14.04.410,,,7
5.841855197,EP57702,0.320245,2,2020-05-17_16h14.04.410,,,8
5.674592764,EP57702,0.28393,2,2020-05-17_16h14.04.410,,,9
7.004255534,EP57702,0.25181,2,2020-05-17_16h14.04.410,,,10
4.556414073,EP57702,0.353885,2,2020-05-17_16h14.04.410,,,11
7.56712891,EP57702,0.236315,2,2020-05-17_16h14.04.410,,,12
2.707021247,EP57702,0.273265,2,2020-05-17_16h14.04.410,,,13
6.335798059,EP57702,0.27143,2,2020-05-17_16h14.04.410,,,14
6.995258583,EP57702,0.26968,2,2020-05-17_16h14.04.410,,,15
5.095893443,EP57702,0.25114,2,2020-05-17_16h14.04.410,,,16
8.104543199,EP57702,0.29068,2,2020-05-17_16h14.04.410,,,17
9.113115598,EP57702,0.562735,2,2020-05-17_16h14.04.410,"[""space""]",[3.122380000015255],18
5.842694616,EP57702,0.2864,2,2020-05-17_16h14.04.410,,,19
9.579192128,EP57702,0.324185,2,2020-05-17_16h14.04.410,,,20
9.078130707,EP57702,0.24662,2,2020-05-17_16h14.04.410,,,21
5.303798154,EP57702,0.27637,2,2020-05-17_16h14.04.410,,,22
9.094491081,EP57702,0.269165,2,2020-05-17_16h14.04.410,,,23
7.568887832,EP57702,0.273855,2,2020-05-17_16h14.04.410,,,24
8.141697064,EP57702,0.286765,2,2020-05-17_16h14.04.410,"[""space""]",[6.842204999993555],25
2.457260001,EP57702,0.386445,2,2020-05-17_16h14.04.410,,,26
5.891927027,EP57702,0.29859,2,2020-05-17_16h14.04.410,"[""space""]",[3.8910850000102073],27
5.575609933,EP57702,0.23952,2,2020-05-17_16h14.04.410,,,28
6.819885109,EP57702,0.27156,2,2020-05-17_16h14.04.410,,,29
2.698100406,EP57702,0.483415,2,2020-05-17_16h14.04.410,,,30
6.316350877,EP57702,0.314475,2,2020-05-17_16h14.04.410,,,31
7.248945073,EP57702,0.302605,2,2020-05-17_16h14.04.410,,,32
4.462466257,EP57702,0.41322,2,2020-05-17_16h14.04.410,,,33
6.675586525,EP57702,0.290885,2,2020-05-17_16h14.04.410,,,34
6.261938035,EP57702,0.302795,2,2020-05-17_16h14.04.410,,,35
5.047499197,EP57702,0.40441,2,2020-05-17_16h14.04.410,,,36
3.474250417,EP57702,0.30293,2,2020-05-17_16h14.04.410,,,37
4.058848992,EP57702,0.350965,2,2020-05-17_16h14.04.410,,,38
5.865645792,EP57702,0.30271,2,2020-05-17_16h14.04.410,,,39
2.602055352,FM45323,0.391,1,2020-06-09_19h30.14.686,,,0
2.761213628,FM45323,0.368,1,2020-06-09_19h30.14.686,,,1
9.582582269,FM45323,0.363,1,2020-06-09_19h30.14.686,,,2
4.329753805,FM45323,0.334,1,2020-06-09_19h30.14.686,,,3
8.912492085,FM45323,0.372,1,2020-06-09_19h30.14.686,,,4
4.219006733,FM45323,0.318,1,2020-06-09_19h30.14.686,,,5
9.1222278,FM45323,0.395,1,2020-06-09_19h30.14.686,"[""space""]",[0.021000000000000796],6
9.478404163,FM45323,0.321,1,2020-06-09_19h30.14.686,"[""space""]",[5.404000000000011],7
4.522715101,FM45323,0.329,1,2020-06-09_19h30.14.686,,,8
7.842462228,FM45323,0.329,1,2020-06-09_19h30.14.686,,,9
8.292793405,FM45323,0.302,1,2020-06-09_19h30.14.686,,,10
5.249361159,FM45323,0.308,1,2020-06-09_19h30.14.686,,,11
9.600951587,FM45323,0.292,1,2020-06-09_19h30.14.686,,,12
3.32939778,FM45323,0.388,1,2020-06-09_19h30.14.686,,,13
9.915631932,FM45323,0.334,1,2020-06-09_19h30.14.686,,,14
5.21240053,FM45323,0.367,1,2020-06-09_19h30.14.686,"[""space""]",[1.3769999999999811],15
5.246757844,FM45323,0.341,1,2020-06-09_19h30.14.686,,,16
7.761414544,FM45323,0.298,1,2020-06-09_19h30.14.686,,,17
8.176290772,FM45323,0.317,1,2020-06-09_19h30.14.686,,,18
9.524196617,FM45323,0.301,1,2020-06-09_19h30.14.686,"[""space""]",[5.579000000000008],19
4.622437654,FM45323,0.363,1,2020-06-09_19h30.14.686,,,20
7.21087957,FM45323,0.336,1,2020-06-09_19h30.14.686,,,21
5.387665531,FM45323,0.356,1,2020-06-09_19h30.14.686,,,22
8.097989951,FM45323,0.334,1,2020-06-09_19h30.14.686,"[""space""]",[0.9589999999999748],23
3.551109874,FM45323,0.379,1,2020-06-09_19h30.14.686,,,24
4.347904062,FM45323,0.318,1,2020-06-09_19h30.14.686,,,25
8.7903921,FM45323,0.308,1,2020-06-09_19h30.14.686,,,26
2.38717248,FM45323,0.453,1,2020-06-09_19h30.14.686,,,27
6.90034716,FM45323,0.329,1,2020-06-09_19h30.14.686,,,28
2.518359006,FM45323,0.321,1,2020-06-09_19h30.14.686,,,29
9.378031332,FM45323,0.355,1,2020-06-09_19h30.14.686,,,30
9.391841611,FM45323,0.304,1,2020-06-09_19h30.14.686,,,31
5.847572483,FM45323,0.335,1,2020-06-09_19h30.14.686,,,32
7.96674822,FM45323,0.32,1,2020-06-09_19h30.14.686,,,33
3.11176053,FM45323,0.421,1,2020-06-09_19h30.14.686,,,34
8.605307545,FM45323,0.334,1,2020-06-09_19h30.14.686,,,35
5.603213309,FM45323,0.339,1,2020-06-09_19h30.14.686,,,36
8.774411502,FM45323,0.338,1,2020-06-09_19h30.14.686,,,37
2.748350161,FM45323,0.367,1,2020-06-09_19h30.14.686,,,38
9.469993253,FP36564,0.41142,1,2020-05-09_17h27.02.399,,,0
2.525559006,FP36564,0.298695,1,2020-05-09_17h27.02.399,,,1
8.400877033,FP36564,0.270345,1,2020-05-09_17h27.02.399,,,2
6.438134585,FP36564,0.301535,1,2020-05-09_17h27.02.399,,,3
5.709590155,FP36564,0.254335,1,2020-05-09_17h27.02.399,,,4
3.722887079,FP36564,0.271165,1,2020-05-09_17h27.02.399,,,5
3.815861492,FP36564,0.224415,1,2020-05-09_17h27.02.399,,,6
3.004095709,FP36564,0.230705,1,2020-05-09_17h27.02.399,,,7
5.385401652,FP36564,0.252605,1,2020-05-09_17h27.02.399,,,8
8.38473072,FP36564,0.25611,1,2020-05-09_17h27.02.399,,,9
6.395729342,FP36564,0.272755,1,2020-05-09_17h27.02.399,,,10
6.199425415,FP36564,0.25175,1,2020-05-09_17h27.02.399,,,11
8.917785305,FP36564,0.251505,1,2020-05-09_17h27.02.399,,,12
7.425569174,FP36564,0.234575,1,2020-05-09_17h27.02.399,,,13
8.938765363,FP36564,0.239425,1,2020-05-09_17h27.02.399,,,14
3.061846537,FP36564,0.33538,1,2020-05-09_17h27.02.399,,,15
5.57163916,FP36564,0.25117,1,2020-05-09_17h27.02.399,,,16
8.709898108,FP36564,0.386265,1,2020-05-09_17h27.02.399,,,17
7.695386146,FP36564,0.24973,1,2020-05-09_17h27.02.399,,,18
7.582541766,FP36564,0.30227,1,2020-05-09_17h27.02.399,,,19
9.565328599,FP36564,0.24018,1,2020-05-09_17h27.02.399,,,20
8.015426125,FP36564,0.304815,1,2020-05-09_17h27.02.399,,,21
4.708637762,FP36564,0.31931,1,2020-05-09_17h27.02.399,,,22
3.808678805,FP36564,0.284925,1,2020-05-09_17h27.02.399,,,23
3.02589622,FP36564,0.288375,1,2020-05-09_17h27.02.399,,,24
6.729473261,FP36564,0.25836,1,2020-05-09_17h27.02.399,,,25
7.594244653,FP36564,0.27364,1,2020-05-09_17h27.02.399,,,26
8.630684954,FP36564,0.304265,1,2020-05-09_17h27.02.399,,,27
7.857327408,FP36564,0.317385,1,2020-05-09_17h27.02.399,,,28
9.278413773,FP36564,0.33189,1,2020-05-09_17h27.02.399,"[""space""]",[7.201344999950379],29
5.492544345,FP36564,0.33766,1,2020-05-09_17h27.02.399,,,30
7.078042526,FP36564,0.28912,1,2020-05-09_17h27.02.399,,,31
3.497519419,FP36564,0.32568,1,2020-05-09_17h27.02.399,,,32
5.194665019,FP36564,0.302705,1,2020-05-09_17h27.02.399,,,33
9.763714212,FP36564,0.287595,1,2020-05-09_17h27.02.399,,,34
3.034238583,FP36564,0.33511,1,2020-05-09_17h27.02.399,,,35
7.239575932,FP36564,0.43569,1,2020-05-09_17h27.02.399,,,36
3.549576312,FP36564,0.387075,1,2020-05-09_17h27.02.399,"[""space""]",[3.0322350000496954],37
3.203893216,FP36564,0.32464,1,2020-05-09_17h27.02.399,,,38
3.078496332,FP36564,0.334635,1,2020-05-09_17h27.02.399,,,39
3.464866931,FP36564,0.34193,2,2020-05-17_00h41.20.319,,,0
5.648601323,FP36564,0.280405,2,2020-05-17_00h41.20.319,,,1
3.523056595,FP36564,0.26823,2,2020-05-17_00h41.20.319,,,2
4.967189714,FP36564,0.322595,2,2020-05-17_00h41.20.319,,,3
4.401877393,FP36564,0.30448,2,2020-05-17_00h41.20.319,,,4
8.882586364,FP36564,0.317495,2,2020-05-17_00h41.20.319,,,5
3.635880627,FP36564,0.35731,2,2020-05-17_00h41.20.319,,,6
4.266123772,FP36564,0.25058,2,2020-05-17_00h41.20.319,,,7
2.274103659,FP36564,0.24917,2,2020-05-17_00h41.20.319,,,8
7.089891121,FP36564,0.318605,2,2020-05-17_00h41.20.319,,,9
3.909231433,FP36564,0.302345,2,2020-05-17_00h41.20.319,,,10
9.459822698,FP36564,0.28523,2,2020-05-17_00h41.20.319,,,11
5.533764012,FP36564,0.2982,2,2020-05-17_00h41.20.319,,,12
7.577139036,FP36564,0.30216,2,2020-05-17_00h41.20.319,,,13
2.267373552,FP36564,0.343215,2,2020-05-17_00h41.20.319,,,14
7.275257289,FP36564,0.3073,2,2020-05-17_00h41.20.319,,,15
9.705529029,FP36564,0.2974,2,2020-05-17_00h41.20.319,,,16
4.48428733,FP36564,0.31713,2,2020-05-17_00h41.20.319,,,17
6.224895276,FP36564,0.25726,2,2020-05-17_00h41.20.319,,,18
3.123688324,FP36564,0.42073,2,2020-05-17_00h41.20.319,,,19
3.186805901,FP36564,0.288365,2,2020-05-17_00h41.20.319,,,20
3.833495396,FP36564,0.501785,2,2020-05-17_00h41.20.319,,,21
5.478918653,FP36564,0.287715,2,2020-05-17_00h41.20.319,,,22
3.461543158,FP36564,0.251065,2,2020-05-17_00h41.20.319,,,23
9.737334737,FP36564,0.26206,2,2020-05-17_00h41.20.319,,,24
3.015530359,FP36564,0.305715,2,2020-05-17_00h41.20.319,,,25
3.238164629,FP36564,0.304455,2,2020-05-17_00h41.20.319,,,26
3.242356477,FP36564,0.314255,2,2020-05-17_00h41.20.319,,,27
9.211206132,FP36564,0.30114,2,2020-05-17_00h41.20.319,,,28
7.726200192,FP36564,0.331505,2,2020-05-17_00h41.20.319,,,29
2.025187173,FP36564,0.47416,2,2020-05-17_00h41.20.319,,,30
6.545313406,FP36564,0.30539,2,2020-05-17_00h41.20.319,,,31
6.66532715,FP36564,0.316035,2,2020-05-17_00h41.20.319,,,32
9.214941201,FP36564,0.26857,2,2020-05-17_00h41.20.319,,,33
3.640903843,FP36564,0.285545,2,2020-05-17_00h41.20.319,,,34
3.05079961,FP36564,0.34191,2,2020-05-17_00h41.20.319,,,35
4.116643286,FP36564,0.327915,2,2020-05-17_00h41.20.319,,,36
7.590317948,FP36564,0.27268,2,2020-05-17_00h41.20.319,,,37
3.00866325,FP36564,0.31624,2,2020-05-17_00h41.20.319,,,38
8.764629146,FP36564,0.37075,2,2020-05-17_00h41.20.319,,,39
4.316341969,FP36564,0.3532,2,2020-05-17_00h41.20.319,,,40
6.456339217,FP36564,0.25139,2,2020-05-17_00h41.20.319,,,41
7.296821209,FP36564,0.322535,2,2020-05-17_00h41.20.319,,,42
8.236953921,FP36564,0.439035,2,2020-05-17_00h41.20.319,,,43
2.483801115,FP36564,0.49158,2,2020-05-17_00h41.20.319,,,44
7.539603586,FS36906,3.054905,1,2020-06-30_17h40.12.792,,,0
2.069637941,FS36906,8.80557,1,2020-06-30_17h40.12.792,,,1
3.115503474,FS36906,0.549035,1,2020-06-30_17h40.12.792,,,2
9.36862022,FS36906,3.6522,1,2020-06-30_17h40.12.792,,,3
9.249590152,FS36906,1.455035,1,2020-06-30_17h40.12.792,"[""space""]",[8.912249999993946],4
2.638560903,FS36906,0.647485,1,2020-06-30_17h40.12.792,,,5
6.684275411,FS36906,0.26319,1,2020-06-30_17h40.12.792,,,6
3.990224247,FS36906,0.3201,1,2020-06-30_17h40.12.792,,,7
5.137102195,FS36906,0.24432,1,2020-06-30_17h40.12.792,,,8
6.274570977,FS36906,0.201285,1,2020-06-30_17h40.12.792,,,9
3.614198395,FS36906,0.3129,1,2020-06-30_17h40.12.792,,,10
2.004737883,FS36906,0.37563,1,2020-06-30_17h40.12.792,,,11
7.383923155,FS36906,0.443535,1,2020-06-30_17h40.12.792,,,12
3.758876666,FS36906,0.313,1,2020-06-30_17h40.12.792,,,13
9.548928442,FS36906,0.32383,1,2020-06-30_17h40.12.792,,,14
7.077112174,FS36906,0.319475,1,2020-06-30_17h40.12.792,,,15
8.663950126,FS36906,0.33321,1,2020-06-30_17h40.12.792,,,16
8.424021732,FS36906,0.40705,1,2020-06-30_17h40.12.792,,,17
3.130978225,FS36906,0.48594,1,2020-06-30_17h40.12.792,,,18
5.135781728,FS36906,0.494595,1,2020-06-30_17h40.12.792,,,19
3.993466007,FS36906,0.42653,1,2020-06-30_17h40.12.792,,,20
2.968371115,FS36906,0.34011,1,2020-06-30_17h40.12.792,,,21
9.293521554,FS36906,0.21222,1,2020-06-30_17h40.12.792,,,22
7.633869006,FS36906,0.40407,1,2020-06-30_17h40.12.792,,,23
6.694795462,FS36906,0.31409,1,2020-06-30_17h40.12.792,,,24
2.909300947,FS36906,0.376975,1,2020-06-30_17h40.12.792,,,25
8.187453856,FS36906,0.37732,1,2020-06-30_17h40.12.792,,,26
8.074733739,FS36906,0.367525,1,2020-06-30_17h40.12.792,,,27
8.184058084,FS36906,0.340835,1,2020-06-30_17h40.12.792,,,28
3.274736453,FS36906,0.416645,1,2020-06-30_17h40.12.792,,,29
3.6737909,FS36906,0.299655,1,2020-06-30_17h40.12.792,,,30
9.067743305,FS36906,0.369155,1,2020-06-30_17h40.12.792,,,31
4.782920322,FS36906,0.375675,1,2020-06-30_17h40.12.792,,,32
3.325898761,FS36906,0.331545,1,2020-06-30_17h40.12.792,,,33
2.503144086,FS36906,0.41167,1,2020-06-30_17h40.12.792,,,34
4.05294694,FS36906,0.337895,1,2020-06-30_17h40.12.792,,,35
2.865242551,FS36906,0.5115,1,2020-06-30_17h40.12.792,,,36
2.22908217,FS36906,0.368565,1,2020-06-30_17h40.12.792,,,37
8.184220601,FS36906,0.409925,1,2020-06-30_17h40.12.792,,,38
2.725692793,FS36906,0.70754,1,2020-06-30_17h40.12.792,,,39
8.472946912,FS36906,0.40117,1,2020-06-30_17h40.12.792,,,40
8.859766139,FS36906,1.16113,1,2020-06-30_17h40.12.792,,,41
3.344523273,FS41243,0.357,1,2020-06-17_22h23.06.989,,,0
6.433834366,FS41243,0.301,1,2020-06-17_22h23.06.989,,,1
2.676803844,FS41243,0.334,1,2020-06-17_22h23.06.989,,,2
3.36221874,FS41243,0.317,1,2020-06-17_22h23.06.989,,,3
4.848566331,FS41243,0.304,1,2020-06-17_22h23.06.989,,,4
9.815683538,FS41243,0.317,1,2020-06-17_22h23.06.989,,,5
7.309487516,FS41243,0.366,1,2020-06-17_22h23.06.989,,,6
7.235916327,FS41243,0.284,1,2020-06-17_22h23.06.989,,,7
5.416854322,FS41243,0.301,1,2020-06-17_22h23.06.989,,,8
8.323644935,FS41243,0.319,1,2020-06-17_22h23.06.989,,,9
7.320151265,FS41243,0.317,1,2020-06-17_22h23.06.989,,,10
2.603527488,FS41243,0.349,1,2020-06-17_22h23.06.989,,,11
4.491622548,FS41243,0.292,1,2020-06-17_22h23.06.989,,,12
