"","(Intercept)","Block2-1","Block3-2","Block4-3","Block5-4","Probability1","Session1","Session2","Block2-1:Probability1","Block3-2:Probability1","Block4-3:Probability1","Block5-4:Probability1","Block2-1:Session1","Block3-2:Session1","Block4-3:Session1","Block5-4:Session1","Block2-1:Session2","Block3-2:Session2","Block4-3:Session2","Block5-4:Session2","Probability1:Session1","Probability1:Session2","Block2-1:Probability1:Session1","Block3-2:Probability1:Session1","Block4-3:Probability1:Session1","Block5-4:Probability1:Session1","Block2-1:Probability1:Session2","Block3-2:Probability1:Session2","Block4-3:Probability1:Session2","Block5-4:Probability1:Session2"
"P034",-0.958870834240676,1.12339790148091,1.68128465874773,-1.88959747151779,-0.688720969281363,-1.64047486652839,0.894497525918398,0.258919849687083,-0.310488199802171,0.537113627638886,0.081977317021737,-1.24805814540174,0.796164680604922,1.33388992898119,-0.607700062917405,-0.324911353831318,0.404904195110663,0.349106795875208,-0.767855834679667,-0.992603945315204,-1.93017054716425,-1.70336405873694,-0.964776639169739,2.11208581418939,-0.0792345930508123,-0.786347116610082,-1.43571206229301,2.57273381979575,0.507537068047115,-0.656279684574134
"P036",1.99381488293497,1.95667308293874,0.298404765412008,-0.893581760848433,0.491032216241185,-1.81460451056476,-0.0826914690413131,-0.415617203497365,-0.59859814780042,-0.678887760642604,-0.587020642000886,-0.173696609191222,0.445023722266046,0.102557799996636,0.763992641438948,-1.95335724132161,0.57242236132513,-0.0207996050309289,-0.0390152903306633,0.490141957503171,-0.0510401157475086,-0.8123652387387,0.268292795836192,-0.385822650856391,1.41237460206261,-2.83015217130922,-0.523618638701425,0.163960570138673,0.458786547674952,-0.564421984795786
"P037",1.60148012495138,-0.3020531766158,-0.525148315734475,-0.490356971036427,0.0411136480508232,0.229504219867422,-1.45902426033931,-1.02553259896412,1.48355759445494,-1.13007761755685,-0.182185730599181,-0.866083836881023,-0.150673596965449,0.593882611609672,-0.817370749008719,0.321985837605867,-0.183187298290827,0.494754192284961,-0.589869953400885,0.440476880513301,-0.536361841210125,-1.78027890812488,-1.01432140014376,-0.560373065625096,0.054914104873357,2.14359039020091,-1.59922704213927,-0.37627209311576,1.52589406062502,-0.509553415863841
"P038",-0.134540760850518,-0.948834010136721,-0.336479610627685,-0.837420565433521,-0.648494572600799,-0.0412764936706588,0.0170541768054108,0.890805668624811,-0.725157144034525,0.496740674818692,-1.12068650324773,1.35049063923486,0.631439216139467,0.301119312788608,0.60446667440674,-0.596723244430997,1.64995808546327,0.180474486455499,-1.32657933570527,0.771986864971334,-0.816319874134981,0.116665044093177,-0.291880650663483,-1.16214965347146,2.68876220606744,-1.81015767237581,-0.867948758801604,1.28391736231628,-0.43388469485047,-1.3526558957863
"P039",-1.07713739077815,1.74364267191541,-3.01322857051432,0.0991158253517981,1.53727068929641,0.500991873354336,0.869539182906855,0.673758564740778,3.38623240520855,0.566170210385369,-0.179015950695318,-0.464140672210804,-2.1825162884428,0.0837028517160988,0.162453736554799,0.786445447645004,0.540708924918062,-2.03368609819752,-0.0363404637769296,-1.67565445087509,-0.566246495945081,0.337015127056229,-1.11330488620072,-1.65608566173801,1.92398148591181,-0.896353756343513,0.175106875579521,-0.58769554510211,0.161586105683985,-1.86899801145931
"P040",-0.51142276882012,0.263367588679218,0.319436636753992,1.33493020876397,0.516877701558359,0.363005668185578,0.0105560426346312,0.266749174739794,-0.210796580993632,0.382523204753667,0.0945522632114376,0.171383753319819,-1.43933748995059,-0.157371241954686,0.244944642701483,-0.099944855795839,1.10984885904651,-0.0104125838439738,-0.410381373667365,0.0816173454453858,-0.0121493119007536,-0.125639581811493,-0.719160928993529,0.542748377248778,0.346383786541851,-1.41891743063348,0.711104486957072,-0.720085993455864,-0.304843103569205,0.67478316462433
"P041",0.491952674766502,0.643610854359854,0.4559726822764,1.01400203887693,-1.87936263323004,-0.225034715913785,-0.346513537624549,-0.462672219243037,1.4571522135959,0.694990041952044,0.446504215569706,-0.886130349529085,0.891732130512548,-0.894377011988732,-0.16671190546286,-0.122706563637459,-0.610820676479145,0.523611994085606,0.1614172884497,-0.339478767221038,1.65511563951806,-1.3318812700423,1.27844740506612,-0.515114329364127,-0.233851699742706,1.15168030711802,-1.29826701682817,0.335821402038555,-0.571788719596723,1.10324145007196
"P042",-0.0372434821652391,-0.961370553890167,0.717088295138301,-0.586669606716641,1.11115399172523,0.240313927148851,-2.00975887272024,-5.10690485305991,0.168386281192622,0.552602097999196,0.37468361076116,-0.874925292608374,-0.178469063163706,0.035286520461513,-0.998524254876911,1.63897104665028,-1.43642292908798,2.37405619016161,-1.59456081745477,0.834990128802896,1.90461837381278,0.841180172505559,0.0170178415648192,-0.114513188923744,-0.403297417584248,0.996516086014379,-0.437477252188582,-0.703457577334856,1.22037357106207,-0.793891597424681
"P043",0.0766346051031161,0.0403000230030803,-0.502528732116075,1.55870048038397,0.732023994755396,0.514918874463069,-0.262886197405189,-0.153462879197561,0.948751465423508,-0.760440472905812,0.0120623460823235,0.198489756431434,1.92450223577537,-1.37494465247801,1.35747045579199,-0.300688898125076,-0.360074217574013,-0.16746086858096,-0.0711119482337914,0.806553476154784,0.413556272908115,1.32023743313377,0.261771695855376,-0.218343509588142,-0.226028652638832,0.959971936566219,-0.746279885357215,0.779025221455509,-1.30339183654429,1.17436348199742
"P044",-1.19672334108415,-1.60643814797442,-0.458529439667987,-1.31745452638331,-3.39364738188883,1.8082529054614,0.270528564635858,-0.921953494003159,1.37134647764204,-0.323684916798476,1.14041585635644,0.877272446146487,0.181622390641891,3.65809855325674,0.104803974843951,1.01907059560567,-0.818363108223419,2.50383854622839,-1.19499112758214,-1.01205025485935,0.592708217070291,-0.234513223551644,0.380833520424695,0.756951705082074,-0.733022663817046,0.886061265513558,-0.0669151966611259,0.497843797324735,0.407764342287445,-2.45663290420808
"P045",0.554603321977732,0.439280482604918,0.654078303802892,1.15106979651366,-1.4224528714061,0.239252223717341,-1.3771311635878,-0.81533488226386,-0.42114466402303,0.541526610613243,-0.46147490424903,-0.304088872702334,0.41400197240393,-0.477565511456357,-0.82209442013629,0.0430849888746699,-0.166635331415042,-0.741326614329294,0.748011313344254,0.457283062044959,-1.14171286661128,0.677392866155338,0.87055815841347,0.193796798900201,-0.827752374774397,-0.343718141962666,0.513131326769076,0.65797072299248,-2.28847085890071,1.30874819586498
"P046",0.426165346535519,-0.501647262055185,-0.249960548837204,0.0809004652789327,-0.988094404281981,-1.15428511074982,-0.769733436734579,0.433486220006194,-1.85994687797738,1.3376351658106,-0.414117748681196,-1.18448954787035,-0.401193634532405,-0.329685255507675,2.25431764506189,0.303745462892415,0.518265060319441,-0.369915001491981,1.28479082055923,-0.549111527017214,1.0387714269223,0.296673967409988,-1.22020111959547,0.307078300254287,2.2973326986341,-0.0749564772780406,1.10858207077743,1.27564675784485,-0.317727162209791,0.248879310123233
"P047",1.11774176893366,-0.241807794131254,0.998444214308329,-0.0122668268421906,0.987969235320696,0.0309481945519015,-0.0129691489377201,0.361604251268847,-0.297035564605254,1.52010939685757,-1.52579282533192,0.559475113293364,0.0425110069779489,-0.938878212923468,-0.362360084755963,0.0325483502888025,-0.0157388209784613,-0.152844555967826,0.0183485210505199,0.274827135346079,-0.153670444518671,-0.734062331951606,0.371608634642107,-0.0286758321484692,-0.513596081343982,-0.167230004320087,0.383326220523438,-0.596578243856648,0.0998319052008292,-0.122362615674213
"P035",-1.78493486121805,-1.0449499100748,1.52407894931955,-0.541695707618427,-1.02595667583518,1.04566860062485,-0.262915296098899,-0.223116454932788,0.568827851267142,-0.360668013250997,-0.394911916981935,0.628490901418007,-0.0648689895305102,0.217861295510731,-0.151806486563794,0.0566650452700305,1.10119116191933,0.898978033153515,-1.65048573100703,0.402447705147247,0.0426025023030209,0.268034914350052,0.370562071105008,-0.269033840321649,-0.26334628170638,0.456597809535988,1.03093641761587,-1.29580807255987,-0.921372324554651,-0.0863075697613766
