"","Ex_gaussian_PVT_mu","Ex_gaussian_PVT_sigma","Ex_gaussian_PVT_tau","Diff1_slopes","Diff2_slopes","Diff3_slopes","Diff.total_slopes","Improb_1","Improb_2","Improb_3","Prob_1","Prob_2","Prob_3","Diff1","Diff2","Diff3","Ratio1.1","Ratio2.1","Ratio3.1","Ratio1.2","Ratio2.2","Ratio3.2","Age","Word_reading","Nonword_reading","Spelling","Vocabulary","Nonword_repetition","Recalling","Matrix_Reasoning","Diff_triplets","Longest","Triplet_Match","Reciprocal","PVT_lapses","median_PVT","Enjoyment"
"Ratio2.2",0.209150864722143,-0.194544824001088,-0.197489431430553,0.253868028885912,0.97964141735018,0.339724472953623,0.691041711463585,-0.258588500164862,-0.0318349284964291,-0.250839819951081,-0.316863892640592,-0.291212272632287,-0.302637368964154,0.223441315855833,0.95122607571531,0.210044519223375,0.264361058870749,0.999811339761752,0.277945704958433,0.264975078368258,1,0.274583214440219,-0.120337200509856,0.238843717446501,0.113063200331211,0.326628130008748,-0.029534911609009,-0.142739586193421,-0.0562335586004874,0.0522402051122587,-0.205355012005895,-0.158035324159022,-0.272225092784443,0.443097738277111,-0.355239615017308,-0.40049984465411,0.0833634417347634
"Ratio3.2",-0.101641953448571,-0.0918651180599537,-0.203149023798646,-0.0534827191925275,0.319004327904798,0.947107214716882,0.595418697329632,-0.455043965450912,-0.379284058067787,-0.534956485199052,-0.418008987376079,-0.432480606182505,-0.704433502537817,-0.00123822607355435,0.146089625212627,0.955427322774181,-0.0214354125924041,0.2775471473535,0.999874849186736,-0.0231554225481626,0.274583214440219,1,-0.00156353956610234,0.0669765579379596,-0.0301353410937266,-0.113305818064952,0.424833829278194,-0.334454255476857,-0.192111277308239,0.267213419712292,-0.194966974802491,-0.00493949989497709,0.10200958536211,0.151039659822132,-0.330648353818669,-0.153073982777995,0.0399466563551314
"Age",-0.0624802406270955,-0.10714360538393,-0.0928626640061333,0.131749494706389,-0.051432492382677,-0.0653970153360197,0.0926830167167867,-0.170261258084397,-0.216516069175828,0.106028491758979,-0.177944297292134,-0.181369419483638,0.111778222885351,0.0563828989790892,-0.158058517875863,0.0238564658398255,0.0432578835813063,-0.123555899457861,0.000719581710476824,0.0460313989049854,-0.120337200509856,-0.00156353956610234,1,0.0618847531123842,0.109503012955425,-0.00594561829272902,0.1880560013071,0.0586675083771788,-0.045369477160567,-0.0833590191939365,0.0126346324701475,0.0683637143748853,0.129590686718243,0.22586694237038,-0.096430273981941,-0.179945455398101,-0.319866070683823
"Word_reading",0.286012049846885,-0.190919365533272,-0.108939517794364,0.106170149723633,0.2336325681955,-0.010667380110537,0.111445232812045,-0.030668100729221,-0.0810614740417932,0.00608268067388392,-0.071195374316189,-0.135993824233297,-0.00385815542782156,0.186892155393654,0.195543276325654,0.0714355672543845,0.172847567848207,0.240812363787493,0.069993317684117,0.174156643339312,0.238843717446501,0.0669765579379596,0.0618847531123842,1,0.522409234721194,0.458676170763444,0.253084751729586,0.287436950835224,0.206967917090508,0.272285778910997,-0.113367913095682,-0.192598999266884,-0.162067861445639,0.0356166291778173,0.0124587521861544,0.0433370165869622,-0.188395125784929
"Nonword_reading",0.0469267524162031,0.050771028581569,0.0846908537299243,0.105789311227547,0.112326433708969,-0.0498527620442267,0.0367082892971992,-0.190621085756442,-0.203794452141522,-0.139329307644896,-0.214209248793083,-0.22148332560418,-0.0842429526692911,0.0486573833920448,0.0250486014026599,-0.0858127146723705,0.139183808352707,0.117096069641862,-0.030150136927081,0.134572162442296,0.113063200331211,-0.0301353410937266,0.109503012955425,0.522409234721194,1,0.583699803613608,0.183584858826875,0.30135161445025,0.140558932382814,0.148008621117347,-0.209951398007296,-0.322286498610574,-0.337943616370828,0.0337528221751585,0.135803548003095,0.012851952128103,-0.282534000209779
"Spelling",0.408043495575602,-0.127749234756526,-0.0662753637086921,0.322188073153149,0.333990364905214,-0.125806084277394,0.187642274624794,-0.047816741752173,-0.100813614261263,-0.139354640400153,-0.138378434947758,-0.178543259382897,-0.0443604301699996,0.327288176545824,0.27830062480335,-0.192216507654453,0.343050327086681,0.326617944409352,-0.109884334522698,0.341892328410449,0.326628130008748,-0.113305818064952,-0.00594561829272902,0.458676170763444,0.583699803613608,1,-0.0110184806992369,0.293096154076304,0.0634440063217911,0.0778768152545617,-0.227655017836366,-0.140377276040544,-0.150207517962957,0.129070074616802,-0.0864330977671326,-0.0761053544426847,-0.103357773143504
"Vocabulary",0.0291103635334319,-0.259260112687064,0.0846903342995329,-0.130938536576201,0.0420743372134627,0.412952411426495,0.133085613643011,-0.440863775926022,-0.435522398042257,-0.284724771666609,-0.382459411617916,-0.408649624541699,-0.354233410820236,-0.120374325985302,-0.15650407965125,0.355136680656986,-0.100602666708268,-0.0277290921300738,0.424576824598597,-0.101949754129501,-0.029534911609009,0.424833829278194,0.1880560013071,0.253084751729586,0.183584858826875,-0.0110184806992369,1,-0.141579674779202,-0.211829952378427,0.248658655214044,-0.0147591057908948,-0.0390421072876605,0.0795530062681116,-0.0272813810618662,-0.0125179795657258,0.0513506486670062,-0.209639298190846
"Nonword_repetition",0.311482524783381,0.154044590558533,0.285057274196374,-0.0681044957224506,-0.112422235874137,-0.271635408248415,-0.263644051842016,0.0968085013168295,0.0144590536930366,0.0857875133182885,0.0928056288704243,0.0588152787062107,0.15664102753786,-0.132231042504514,-0.16147900842076,-0.364459746104159,-0.0155952875697819,-0.143036783793025,-0.330349034050254,-0.0169414798984341,-0.142739586193421,-0.334454255476857,0.0586675083771788,0.287436950835224,0.30135161445025,0.293096154076304,-0.141579674779202,1,0.521704561173377,0.0568359429838959,0.0793498905479948,0.0330377177270928,-0.0216158745877389,-0.245346469225602,0.367768710627959,0.301048777859053,-0.235484551090497
"Recalling",0.0491634394480402,0.219756744642812,0.277762861077022,-0.297581063777874,-0.101022081489079,-0.2392144009173,-0.301297925730699,0.314288183660529,0.344316926364113,0.356463856818721,0.347359927638271,0.354606231129426,0.338294268762396,-0.229598821398034,0.00757062752651578,-0.11519143951533,-0.181399154543268,-0.0560508235701206,-0.188034712780431,-0.183028347875813,-0.0562335586004874,-0.192111277308239,-0.045369477160567,0.206967917090508,0.140558932382814,0.0634440063217911,-0.211829952378427,0.521704561173377,1,0.0503860828337066,0.156797951602917,-0.245541331277482,0.0396750410730234,-0.30145432285089,0.340446102600297,0.292187380007617,-0.0880280639931368
"Matrix_Reasoning",0.154596886162694,0.265192180955286,0.115026468325892,-0.0514379845217248,0.0744742401568555,0.197959384778634,0.0982854982224549,-0.216254753231222,-0.171678783048593,-0.180213349847828,-0.178993747813829,-0.178658859888208,-0.207708213116281,-0.119687613383143,0.00952634683009286,0.258944139911617,-0.0794097943938683,0.0517627278292832,0.267244724678432,-0.0806633417891939,0.0522402051122587,0.267213419712292,-0.0833590191939365,0.272285778910997,0.148008621117347,0.0778768152545617,0.248658655214044,0.0568359429838959,0.0503860828337066,1,0.182716007699247,0.0280897214112124,0.258037989129091,-0.115726778513451,0.117980338190838,0.0918787719245786,0.0679596555157269
"Diff_triplets",0.171621344404232,0.0622766254776126,0.29655875987522,-0.212223355010409,-0.22841364046709,-0.122523669968137,-0.217508371473272,0.251732071117353,0.061753856553326,0.0993299649884891,0.290840374159748,0.101650865645135,0.101283812371436,-0.188148476173642,-0.138540442443826,-0.170732884811033,-0.224159923420754,-0.210445134548506,-0.195108822929952,-0.217568486176871,-0.205355012005895,-0.194966974802491,0.0126346324701475,-0.113367913095682,-0.209951398007296,-0.227655017836366,-0.0147591057908948,0.0793498905479948,0.156797951602917,0.182716007699247,1,0.308221949692241,0.479446608711673,-0.357475647480542,0.327823321863152,0.325925408120313,0.023969253625796
"Longest",0.129238720037247,-0.103789895641129,0.0638835889601318,-0.215300995160794,-0.104041364146941,0.0572174890145536,-0.113907216130627,0.10414131499721,0.0440375572712823,-0.0437550148576361,0.169581799147204,0.0702677539407965,-0.0539436236421248,-0.239134068023772,-0.0906331884803433,0.0108877593381926,-0.302457399915284,-0.159698200392144,-0.00828398161737767,-0.295678256483778,-0.158035324159022,-0.00493949989497709,0.0683637143748853,-0.192598999266884,-0.322286498610574,-0.140377276040544,-0.0390421072876605,0.0330377177270928,-0.245541331277482,0.0280897214112124,0.308221949692241,1,0.481797338156897,-0.145622970710185,0.0547989861364774,0.14231079306968,0.0320696165736827
"Triplet_Match",0.125338998274846,-0.0040149569747571,0.138373982053576,-0.112863784619534,-0.220477153221316,0.0778526843992072,-0.0719326782370428,0.0213656800940876,-0.0903484323209937,-0.0508767060078308,0.06773355526056,-0.023320060551756,-0.066054350884119,-0.201668160426249,-0.258155625375876,0.116848215897075,-0.197642904623409,-0.280837354279917,0.102546322638688,-0.194239351660027,-0.272225092784443,0.10200958536211,0.129590686718243,-0.162067861445639,-0.337943616370828,-0.150207517962957,0.0795530062681116,-0.0216158745877389,0.0396750410730234,0.258037989129091,0.479446608711673,0.481797338156897,1,-0.279238066619181,0.133311597593861,0.240940034426831,0.027397585338618
"Reciprocal",0.057562809029372,-0.0740911558226851,-0.498061274478212,0.344819443953852,0.473964202769013,0.199366971164281,0.425063894647587,-0.276379754603574,-0.238461751225203,-0.219926261731788,-0.357510962543039,-0.345350015731094,-0.227080207221564,0.413290835802069,0.354800584236198,0.0900276167675757,0.380920818468801,0.443379021210394,0.151675675243834,0.381941771064441,0.443097738277111,0.151039659822132,0.22586694237038,0.0356166291778173,0.0337528221751585,0.129070074616802,-0.0272813810618662,-0.245346469225602,-0.30145432285089,-0.115726778513451,-0.357475647480542,-0.145622970710185,-0.279238066619181,1,-0.659285757121438,-0.972415792606939,-0.0824921630408354
"PVT_lapses",-0.204401196971461,0.215178573582443,0.76462958911665,-0.280048894780508,-0.363041649524379,-0.377155462535213,-0.498710412102241,0.24465934027698,0.150422753235956,0.154213477862503,0.298449644472646,0.240712355996656,0.230812809443384,-0.371461525938035,-0.297769520129888,-0.289408113627827,-0.245338212229975,-0.353994777825849,-0.330061297645767,-0.247946992524191,-0.355239615017308,-0.330648353818669,-0.096430273981941,0.0124587521861544,0.135803548003095,-0.0864330977671326,-0.0125179795657258,0.367768710627959,0.340446102600297,0.117980338190838,0.327823321863152,0.0547989861364774,0.133311597593861,-0.659285757121438,1,0.658705796081142,0.107335293847586
"median_PVT",0.0173628462306655,-0.000444630735248589,0.459158681061985,-0.311531484404663,-0.422476764098398,-0.198238537034748,-0.395595646713891,0.240040546204815,0.214071132530916,0.202524796159895,0.312940789225318,0.311979007519793,0.213742847539448,-0.395383564434171,-0.325590919864767,-0.0992909497984798,-0.33053119240274,-0.401741403939238,-0.153412561215218,-0.333038917460613,-0.40049984465411,-0.153073982777995,-0.179945455398101,0.0433370165869622,0.012851952128103,-0.0761053544426847,0.0513506486670062,0.301048777859053,0.292187380007617,0.0918787719245786,0.325925408120313,0.14231079306968,0.240940034426831,-0.972415792606939,0.658705796081142,1,0.0208459072442426
"Enjoyment",0.0457058027616144,0.208489881908561,0.073507625665626,0.120970146690274,0.062924898685319,0.0266661238057494,0.0635132246014369,0.143684223288977,0.0888815262957446,-0.0700202808747564,0.102822667433002,0.0603416739841146,-0.0698626398714927,0.19589123595265,0.116517280279429,0.0481500369032823,0.120413934418737,0.0890940434601377,0.0373422833511559,0.119623382481908,0.0833634417347634,0.0399466563551314,-0.319866070683823,-0.188395125784929,-0.282534000209779,-0.103357773143504,-0.209639298190846,-0.235484551090497,-0.0880280639931368,0.0679596555157269,0.023969253625796,0.0320696165736827,0.027397585338618,-0.0824921630408354,0.107335293847586,0.0208459072442426,1
