"","Ex_gaussian_PVT_mu","Ex_gaussian_PVT_sigma","Ex_gaussian_PVT_tau","Diff1_slopes","Diff2_slopes","Diff3_slopes","Diff.total_slopes","Improb_1","Improb_2","Improb_3","Prob_1","Prob_2","Prob_3","Diff1","Diff2","Diff3","Ratio1.1","Ratio2.1","Ratio3.1","Ratio1.2","Ratio2.2","Ratio3.2","Age","Word_reading","Nonword_reading","Spelling","Vocabulary","Nonword_repetition","Recalling","Matrix_Reasoning","Diff_triplets","Longest","Triplet_Match","Reciprocal","PVT_lapses","median_PVT","Enjoyment"
"Ratio2.2",0.223332051990826,0.230162620309166,0.397541599750823,0.0165070525604023,0,0.00083927902123726,1.78209025314402e-09,0.0130607748262244,0.674696617483949,0.0220005719298024,0.00296376855958336,0.00408946675526067,0.00296709749426549,0.136029679709884,0,0.0178191070001557,0.0439368844099357,0,0.00341125521824259,0.061059246382321,NA,0.00337386031649367,0.366948490432369,0.416233459295067,0.655787750938228,0.134381971110249,0.955140374369762,0.38822996948955,0.553459832885324,0.797087663036921,0.306881211204233,0.460764091488935,0.493015275834831,0.00127092725872924,0.00617709579203085,0.00230880584829984,0.444292468656094
"Ratio3.2",0.983022832091404,0.669452559741294,0.124292284564774,0.540925975577864,0.00108614516605865,3.19744231092045e-14,2.42329474264835e-07,0.00154021298700835,0.0342460061216736,0.0176869445240355,0.00735998618235612,0.00278025839079099,1.22617350983845e-06,0.463605094307077,0.0391878639837093,0,0.331305677545676,0.00360941572065476,0,0.58686783125242,0.00337386031649367,NA,0.720263390640131,0.78919885098276,0.962052331857235,0.638569213429147,0.0228745821526317,0.0698584946937251,0.49313229425321,0.182911438074175,0.279858546633656,0.687943750130718,0.613154078700222,0.251736858607092,0.0172996655006008,0.248439637561834,0.552428706361188
"Age",0.676519874859235,0.473480485259645,0.544033203831934,0.150451375144205,0.767956365663417,0.727241817152035,0.767144641423431,0.230921706394045,0.113005697417125,0.679843174151177,0.222298213418846,0.243495554850877,0.613434276628315,0.804780096886399,0.236892121887952,0.711741151190496,0.595769175421715,0.344659600084325,0.727650737542749,0.807829288335145,0.366948490432369,0.720263390640131,NA,0.682859789686457,0.468802231140635,0.96871842609481,0.205563136011821,0.695271415167503,0.762028621691747,0.590604171660605,0.933583415258677,0.651676971490631,0.390690372940565,0.131215555694371,0.528601694925952,0.231439157892987,0.0302332577585269
"Word_reading",0.0539909937231438,0.203738950684103,0.481483101856436,0.808313122646077,0.369625019365579,0.99017464657569,0.588530487488077,0.600701782081492,0.526080568493284,0.952796107284286,0.578973693614744,0.400318696412915,0.980093783921661,0.815114327021184,0.577720895822838,0.807839954270055,0.506647804758483,0.394620863697411,0.771419674716274,0.68562432026675,0.416233459295067,0.78919885098276,0.682859789686457,NA,0.000232265648813845,0.00134621234314003,0.0896934981221491,0.0527533704194496,0.167559201860625,0.0773239327120032,0.458396347563126,0.204961200782457,0.287490818832942,0.816325298115843,0.93602575521928,0.777433183205147,0.215210969901507
"Nonword_reading",0.756801016102916,0.737560588984957,0.580173172422443,0.897328037698788,0.584642480327321,0.685170898252906,0.455203769534359,0.0907567058755387,0.145999850418031,0.428541009349887,0.111912050261634,0.140160181351924,0.532484507050673,0.522016561671434,0.952392847816812,0.785861059619071,0.844068558080718,0.629054988709047,0.987916699502255,0.791250864866433,0.655787750938228,0.962052331857235,0.468802231140635,0.000232265648813845,NA,2.56824968225544e-05,0.221980593966079,0.041830820214912,0.351482258751047,0.343542656863538,0.166282407596562,0.0308422393817391,0.0231798662094009,0.825783987391008,0.379418789020717,0.93322272917804,0.060043267389948
"Spelling",0.00487788152755519,0.397515351409142,0.669062105163748,0.203918115729603,0.0993987707954589,0.859462204757168,0.14389540971451,0.491667413178787,0.468675249700093,0.452225508208129,0.236283387423157,0.2500527325243,0.717519080102234,0.139693314447421,0.247326660796802,0.319719401816611,0.150737976802268,0.133738131856217,0.649666659671553,0.0652563579904459,0.134381971110249,0.638569213429147,0.96871842609481,0.00134621234314003,2.56824968225544e-05,NA,0.942063564430423,0.0480620564033152,0.67530486306577,0.619626762344665,0.13257899439981,0.357705583964821,0.32468779568807,0.398107217532801,0.576931260702062,0.619269799570487,0.49926466126969
"Vocabulary",0.845989756966674,0.0784478105179947,0.580175503677516,0.585380679805441,0.448962306107127,0.00818453794723517,0.123984965314239,0.0051402919433523,0.00316010400239453,0.0471814182614105,0.0156908499041797,0.00680424606391128,0.0151076710801163,0.695831625861707,0.485608898556626,0.0906655582420441,0.510103556884083,0.934275594303377,0.022768433904603,0.770285439908688,0.955140374369762,0.0228745821526317,0.205563136011821,0.0896934981221491,0.221980593966079,0.942063564430423,NA,0.34247918004436,0.152887258352952,0.103607741612678,0.922447247604077,0.796710007734249,0.599207808548655,0.857174105778573,0.934954249395985,0.734673016150943,0.162020997264598
"Nonword_repetition",0.0330684957311815,0.30121767271398,0.0576960681573611,0.811764472227289,0.500200864768711,0.110579587901514,0.124756665974554,0.561484884883837,0.955147219228804,0.687195390140583,0.559306610573299,0.761471496676051,0.320209146925171,0.339357744825758,0.318880325669223,0.0675589245391666,0.823142663455372,0.39487038653681,0.0735727902460217,0.835203493356985,0.38822996948955,0.0698584946937251,0.695271415167503,0.0527533704194496,0.041830820214912,0.0480620564033152,0.34247918004436,NA,0.000169467520881206,0.714029282376689,0.600143620535555,0.827455977859367,0.886615668491881,0.100289181549367,0.0129394107713194,0.0420471131789499,0.115158232118207
"Recalling",0.742782973334517,0.137750817706057,0.0646898268036398,0.313682006234865,0.327331499736034,0.057129476169397,0.0977947486104629,0.0290369162656448,0.0343292694420219,0.0184059302351289,0.0230243228012219,0.0256286282288638,0.0307582502288402,0.370166290162353,0.829228433576983,0.95929148188008,0.927165651985763,0.560768601466278,0.497680364540073,0.445400090468607,0.553459832885324,0.49313229425321,0.762028621691747,0.167559201860625,0.351482258751047,0.67530486306577,0.152887258352952,0.000169467520881206,NA,0.74532629312351,0.298041417707336,0.100011046232798,0.793485837123913,0.0417576702488571,0.0221173270703654,0.0487917262186364,0.560744649214803
"Matrix_Reasoning",0.316344434153761,0.0819037100089588,0.468223317164058,0.639795889501201,0.566497313250717,0.147447556327817,0.650513603096371,0.191766712828809,0.242218897365489,0.299299675766827,0.288595552924706,0.231693647660893,0.173724486725522,0.486939111531672,0.983317434824255,0.257102132394812,0.415990334957767,0.775159348863223,0.180146460004429,0.666625393244388,0.797087663036921,0.182911438074175,0.590604171660605,0.0773239327120032,0.343542656863538,0.619626762344665,0.103607741612678,0.714029282376689,0.74532629312351,NA,0.235174490517772,0.856369365895444,0.090812228173744,0.459908275755335,0.456797743929197,0.557890657620115,0.661152054825521
"Diff_triplets",0.254100945482883,0.680958158187252,0.0506137977336438,0.331355151676771,0.273602449087138,0.228989350684812,0.0404550357445559,0.0721066091236464,0.746461031225545,0.510313953578511,0.0440928571544033,0.569605750228692,0.386320123268983,0.36578131002254,0.509122152990298,0.446570879414842,0.316497676905475,0.300891535137021,0.289856762982343,0.203221389129726,0.306881211204233,0.279858546633656,0.933583415258677,0.458396347563126,0.166282407596562,0.13257899439981,0.922447247604077,0.600143620535555,0.298041417707336,0.235174490517772,NA,0.0371630621232433,0.000748185250928568,0.015917735674889,0.0298286138431525,0.0288964853373441,0.874365343482437
"Longest",0.391989526911874,0.492447057840885,0.680355664799077,0.364914627164435,0.610749751612124,0.96602870216068,0.0976577818635815,0.522263537072672,0.832376964053459,0.700696070512497,0.271566378565915,0.709972659469674,0.82909505551639,0.149124105476721,0.666123510462979,0.696525048628164,0.0993834462820173,0.438782320205303,0.694141757374532,0.0562829611283124,0.460764091488935,0.687943750130718,0.651676971490631,0.204961200782457,0.0308422393817391,0.357705583964821,0.796710007734249,0.827455977859367,0.100011046232798,0.856369365895444,0.0371630621232433,NA,0.000698417863857603,0.33984058745977,0.723866111534407,0.351055453780834,0.832438496410735
"Triplet_Match",0.40655246754587,0.978873336164744,0.370378239207047,0.977063882528389,0.668512663644469,0.705069189830232,0.605305353424688,0.713770597124179,0.663366933716635,0.926568822294704,0.619836885517146,0.852867254730938,0.789966757340345,0.601071442684505,0.482174551872635,0.598515126891884,0.452499523655208,0.45998470791295,0.587409801080541,0.49911430211611,0.493015275834831,0.613154078700222,0.390690372940565,0.287490818832942,0.0231798662094009,0.32468779568807,0.599207808548655,0.886615668491881,0.793485837123913,0.090812228173744,0.000748185250928568,0.000698417863857603,NA,0.0632235584216336,0.388306958164954,0.110850733065248,0.856572098523023
"Reciprocal",0.703959512567415,0.624590520362009,0.000498517627729234,0.0491224018273972,0.00058981892559351,0.0973394342940015,0.000497053008259751,0.043291651416379,0.188216385766272,0.15208579635206,0.00922152765227979,0.0183371531750784,0.111637352245711,0.0135230468428424,0.00674417199626642,0.422458676877441,0.0367811613754396,0.0013449919731976,0.259314697797319,0.015042652722465,0.00127092725872924,0.251736858607092,0.131215555694371,0.816325298115843,0.825783987391008,0.398107217532801,0.857174105778573,0.100289181549367,0.0417576702488571,0.459908275755335,0.015917735674889,0.33984058745977,0.0632235584216336,NA,8.44339433925256e-07,0,0.59007880854235
"PVT_lapses",0.178028578408798,0.155743651048005,1.52767887229288e-09,0.0596989735788884,0.00611563360334877,0.0150497082527443,0.000564089046782623,0.0896578019046621,0.475948004372623,0.31492536858694,0.0376967795786975,0.102691315501787,0.0969919083759541,0.0249416169562264,0.0158416363545335,0.0372189782745243,0.194791858953919,0.00660552158717365,0.017400695811606,0.119686848599949,0.00617709579203085,0.0172996655006008,0.528601694925952,0.93602575521928,0.379418789020717,0.576931260702062,0.934954249395985,0.0129394107713194,0.0221173270703654,0.456797743929197,0.0298286138431525,0.723866111534407,0.388306958164954,8.44339433925256e-07,NA,8.69923196589184e-07,0.488000512882206
"median_PVT",0.908819040733734,0.997660096705533,0.00151053023356829,0.0704747188078283,0.0014956358870144,0.101653637528553,0.00153060583835352,0.0651329334723045,0.258178440751623,0.176169902840787,0.0202493704558331,0.0330851874584031,0.124703608701064,0.0258630292373863,0.00851100378552294,0.394430729972254,0.0794864416661205,0.00238588326971678,0.255583779296788,0.045233382874762,0.00230880584829984,0.248439637561834,0.231439157892987,0.777433183205147,0.93322272917804,0.619269799570487,0.734673016150943,0.0420471131789499,0.0487917262186364,0.557890657620115,0.0288964853373441,0.351055453780834,0.110850733065248,0,8.69923196589184e-07,NA,0.891885958407009
"Enjoyment",0.762943020690411,0.164387342974164,0.635357435090366,0.633861899012408,0.56907383559319,0.888645214327395,0.728641867304698,0.277018830103896,0.409085471195008,0.578047887916481,0.440939794937379,0.652286369978415,0.795183824024539,0.204496586202892,0.289399793572207,0.473296721718739,0.496415272182736,0.416783223279588,0.547510203398166,0.449418494008547,0.444292468656094,0.552428706361188,0.0302332577585269,0.215210969901507,0.060043267389948,0.49926466126969,0.162020997264598,0.115158232118207,0.560744649214803,0.661152054825521,0.874365343482437,0.832438496410735,0.856572098523023,0.59007880854235,0.488000512882206,0.891885958407009,NA
